  0         3         0
  1         4         0
  2         4         0
  3         7         0
  4         9         0
  5        16         0
  6        19         0
  7        25         0
  8        33         0
  9        48         0
 10        61         0
 11        79         0
 12        91         0
 13       127         0
 14       148         0
 15       175         0
 16       264         0
 17       372         0
 18       450         0
 19       562         0
 20       674         0
 21       860         0
 22      1100         0
 23      1331         0
 24      1696         0
 25      1995         0
 26      2314         0
 27      2606         0
 28      3024         0
 29      3523         0
 30      4032       371
 31      4503       884
 32      5091      1416
 33      5532      2028
 34      5889      2189
 35      6494      2417
 36      7091      3237
 37      7632      3237
 38      8044      4166
 39      8598      4599
 40      8943      4889
 41      9253      5140
 42      9588      5379
 43     10129      5600
 44     10643      6524
 45     11060      6860
 46     11478      7203
 47     11842      7481
 48     12069      7649
 49     12513      7752
 50     12900      7896
 51     13236      8104
 52     13547      8309
 53     13852      8393
 54     14050      8564
 55     14202      8654
 56     14497      8796
 57     14810      8850
 58     15053      9034
 59     15244      9132
 60     15369      9225
 61     15487      9273
 62     15583      9312
 63     15826      9375
 64     16060      9471
 65     16237      9572
 66     16386      9601
 67     16497      9733
 68     16573      9737
 69     16642      9738
 70     16820      9823
 71     17003      9988
 72     17101      9973
 73     17224     10201
 74     17342     10187
 75     17412     10213
 76     17466     10642
 77     17589     10650
 78     17714     10308
 79     17812     10320
 80     17870     10345
 81     17944     10345
 82     17987     10345
 83     18022     10345
 84     18112     10345
 85     18260     10335
 86     18260     10336
 87     18326     10336
 88     18387     10327
 89     18444     10327
 90     18475     10327
 91     18506     10327
 92     18590     10350
 93     18671     10350
 94     18715     10350
 95     18761     10350
 96     18792     10350
 97     18805     10350
 98     18859     10350
 99     18912     10384
100     18935     10384
101     18962     10384
102     18990     10384
103     19014     10384
104     19023     10384
105     19052     10384
106     19090     10457
107     19118     10457
108     19146     10457
109     19160     10457
110     19176     10457
111     19183     10457
112     19206     10457
113     19232     10488
114     19243     10488
115     19264     10488
116     19290     10488
117     19290     10488
118     19290     10488
119     19325     10488
120     19346     10497
121     19364     10497
122     19378     10497
123     19396     10497
126     19423     10497
126     19423     10497
126     19423     10497
127     19457     10476
128     19489     10476
129     19503     10476
130     19528     10476
133     19553     10476
133     19553     10476
133     19553     10476
135     19579     10541
135     19579     10541
136     19597     10541
137     19611     10541
140     19636     10541
140     19636     10541
140     19636     10541
141     19649     10516
142     19656     10516
143     19666     10516
144     19676     10516
147     19693     10516
147     19693     10516
147     19693     10516
148     19708     10515
149     19723     10515
150     19739     10515
151     19750     10515
154     19779     10515
154     19779     10515
154     19779     10515
155     19790     10506
156     19799     10506
157     19806     10506
158     19818     10506
161     19834     10506
161     19834     10506
161     19834     10506
162     19849     10505
163     19866     10505
164     19883     10505
165     19901     10505
166     19904     10505
167     19905     10505
168     19924     10505
169     19940     10511
170     19957     10511
171     19969     10511
172     19992     10511
173     20001     10511
174     20002     10511
175     20017     10511
176     20038     10506
178     20070     10506
178     20070     10506
179     20089     10507
180     20095     10507
181     20099     10507
182     20128     10507
183     20147     10514
184     20172     10514
185     20192     10514
186     20210     10476
187     20222     10476
188     20225     10476
189     20250     10476
190     20289     10475
191     20319     10475
192     20338     10475
193     20378     10515
194     20395     10515
195     20401     10515
196     20435     10515
197     20471     10528
198     20517     10528
199     20567     10528
200     20689     10560
201     20714     10560
202     20725     10560
203     20778     10560
204     20845     10571
205     20888     10571
206     20940     10571
207     20995     10666
208     21034     10666
209     21061     10666
210     21142     10666
211     21201     10692
212     21264     10692
213     21327     10692
214     21374     10781
215     21417     10781
216     21449     10781
217     21518     10781
218     21580     10785
219     21660     10785
220     21736     10785
221     21798     10832
222     21852     10832
223     21898     10832
224     21993     10832
225     22077     10856
226     22181     10856
227     22269     10856
228     22391     10912
229     22480     10912
230     22565     10912
231     22711     10912
232     22873     11012
233     23036     11012
234     23198     11012
235     23382     11126
236     23519     11126
237     23635     11126
238     23892     11126
239     24180     11361
240     24424     11361
241     24659     11361
242     24914     11651
243     25137     11651
244     25368     11651
245     25784     11651
246     26210     12079
247     26595     12079
248     26958     12079
249     27356     12509
250     27660     12509
251     27930     12509
252     28478     12509
253     28944     13263
254     29272     13263
255     29697     13263
256     30153     13739
257     30507     13739
258     30809     13739
259     31315     13739
260     31743     14530
261     32168     14530
262     32597     14530
263     32978     15287
264     33231     15287
265     33445     15287
266     33945     15287
267     34399     15838
268     34780     15838
269     35119     15838
270     35512     16402
271     35725     16402
272     35923     16402
273     36329     16402
274     36692     16814
275     37002     16814
276     37326     16814
277     37608     17159
278     37822     17159
279     37996     17159
280     38362     17159
281     38739     17613
282     39035     17613
283     39327     17613
284     39631     17936
285     39825     17936
286     39975     17936
287     40346     17936
288     40653     18419
289     40942     18419
290     41200     18419
291     41455     18774
292     41644     18774
293     41775     18774
294     42126     18774
295     42507     19195
296     42783     19195
297     43073     19195
298     43232     19195
299     43378     19195
300     43551     19195
301     43914     19195
302     44298     19780
303     44601     19780
304     44852     19780
305     44985     19780
306     45141     19780
307     45257     19780
308     45635     19780
309     45980     20302
310     46263     20302
311     46539     20302
312     46815     20616
313     46983     20616
314     47134     20616
315     47444     20616
316     47799     21003
317     48028     21003
318     48310     21003
