1.440000000000000000e+02 2.076176890918511042e-01
-3.200000000000000000e+01 2.637936569053102587e-01
1.600000000000000000e+02 2.464215279137519921e-01
-7.200000000000000000e+01 1.613663113628222012e-01
-8.800000000000000000e+01 1.356435593587930755e-01
-1.120000000000000000e+02 1.382110040974428855e-01
1.680000000000000000e+02 2.650278190235354492e-01
-2.400000000000000000e+01 2.793286114946852972e-01
1.120000000000000000e+02 1.381761990533747764e-01
1.360000000000000000e+02 1.786235300225152145e-01
-1.760000000000000000e+02 2.833873131690551883e-01
1.040000000000000000e+02 1.344426348898564716e-01
-9.600000000000000000e+01 1.325636564815763918e-01
-1.200000000000000000e+02 1.504883639316011434e-01
1.840000000000000000e+02 2.886583383253449320e-01
1.200000000000000000e+02 1.514859524804662572e-01
1.280000000000000000e+02 1.629138320215079982e-01
-6.400000000000000000e+01 1.804812163517376111e-01
-1.600000000000000000e+02 2.470462820486669930e-01
3.200000000000000000e+01 2.684542465861047278e-01
-1.440000000000000000e+02 2.091361278046836580e-01
2.000000000000000000e+02 3.004967409072606954e-01
7.200000000000000000e+01 1.733796372878738945e-01
1.920000000000000000e+02 2.943605110489747045e-01
-1.280000000000000000e+02 1.780870423539301084e-01
5.600000000000000000e+01 2.092082310445380344e-01
8.000000000000000000e+01 1.573503368426028837e-01
-8.000000000000000000e+01 1.469995648530675880e-01
-1.040000000000000000e+02 1.390214909073131111e-01
-8.000000000000000000e+00 3.003009732405969023e-01
-1.680000000000000000e+02 2.639260664083781238e-01
2.400000000000000000e+01 2.868100226368403005e-01
-1.840000000000000000e+02 2.983613856274501264e-01
-1.520000000000000000e+02 2.360020963539507799e-01
-1.360000000000000000e+02 1.933852786068988583e-01
-1.920000000000000000e+02 3.019955854371019210e-01
8.000000000000000000e+00 3.017632344438139214e-01
9.600000000000000000e+01 1.368919694406278698e-01
4.800000000000000000e+01 2.276995366759194395e-01
-1.600000000000000000e+01 2.855659428158399682e-01
-4.800000000000000000e+01 2.095254688538294441e-01
8.800000000000000000e+01 1.488249681851410433e-01
-4.000000000000000000e+01 2.308947020761634994e-01
1.600000000000000000e+01 2.918460263827148404e-01
1.760000000000000000e+02 2.773999736524591087e-01
4.000000000000000000e+01 2.532844085793852229e-01
1.520000000000000000e+02 2.187227539914496088e-01
0.000000000000000000e+00 2.980561168803941285e-01
6.400000000000000000e+01 1.892395131423169619e-01
-2.000000000000000000e+02 2.935391524599804680e-01
-5.600000000000000000e+01 1.890240575174954862e-01
