Time	CAG	GRAV	RES
57123.05701	723.6104	-0.83873	-29.93955
57123.0591	759.98272	-0.83844	6.69011
57123.06106	754.28327	-0.8389	0.5767
57123.06302	748.35518	-0.83753	-4.1245
57123.06505	747.34701	-0.83709	-4.73119
57123.06713	757.34575	-0.83717	5.19123
57123.06909	745.80382	-0.83593	-5.23442
57123.07105	749.47662	-0.83594	-1.57292
57123.07308	741.43691	-0.83527	-9.00944
57123.07517	721.37801	-0.83426	-28.16076
57123.07713	734.0412	-0.83316	-14.50964
57123.0791	739.96864	-0.83193	-7.47742
57123.08115	748.66575	-0.83137	1.72533
57123.08325	738.2938	-0.83032	-7.70328
57123.0852	745.81595	-0.82969	0.38292
57123.08716	728.858	-0.82853	-15.532
57123.08921	728.987	-0.82752	-14.49336
57123.09133	744.72867	-0.82652	2.14292
57123.0933	736.25819	-0.82541	-5.33413
57123.09527	735.62577	-0.825	-5.59627
57123.09732	730.03213	-0.82368	-9.99999
57123.09942	726.88599	-0.82252	-12.10973
57123.1014	733.04038	-0.82138	-4.92882
57123.10336	727.82847	-0.81955	-8.49302
57123.1054	735.58921	-0.81847	0.23579
57123.10748	726.04688	-0.8175	-8.44047
57123.10943	746.67191	-0.81637	13.20453
57123.11138	725.55794	-0.81542	-7.05491
57123.11343	722.27654	-0.81419	-9.233
57123.11553	719.20172	-0.81326	-11.47099
57123.11751	723.20424	-0.81213	-6.46002
57123.11949	723.25094	-0.81062	-5.05243
57123.12153	711.2886	-0.8099	-16.36871
57123.12361	722.51134	-0.80802	-3.45985
57123.12557	720.4946	-0.80704	-4.59721
57123.12753	737.95936	-0.80672	13.16127
57123.12957	708.82926	-0.8053	-14.69522
57123.13165	726.82967	-0.80444	4.07565
57123.13361	730.62534	-0.80309	9.0888
57123.13556	711.2013	-0.80189	-9.26273
57123.1376	711.03334	-0.8016	-9.16581
57123.13969	719.41771	-0.80012	0.54939
57123.14165	712.05182	-0.79888	-5.71114
57123.14361	725.55466	-0.79815	8.45499
57123.14565	717.30185	-0.79708	1.1571
57123.14774	724.43984	-0.7958	9.44791
57123.14969	703.16011	-0.79568	-11.72341
57123.15164	708.8358	-0.79427	-4.77796
57123.1537	702.53319	-0.79342	-10.32179
57123.15582	706.06092	-0.79268	-6.13302
57123.1578	705.7177	-0.79159	-5.49014
57123.15979	737.77409	-0.79109	27.01206
57123.16187	695.24826	-0.79093	-15.37116
57123.16396	724.74165	-0.78985	15.08996
57123.16592	710.87615	-0.78976	1.31049
57123.1679	707.0951	-0.78996	-2.64874
57123.16996	695.4743	-0.78882	-13.2474
57123.17205	707.13025	-0.78775	-0.63102
57123.17402	683.98123	-0.78781	-23.8303
57123.176	709.67508	-0.78732	2.30198
57123.17804	697.80189	-0.78661	-8.93131
57123.18013	713.24364	-0.78679	6.34765
57123.18209	696.66709	-0.78599	-9.50976
57123.18406	701.35991	-0.78612	-4.9331
57123.18612	700.21008	-0.78528	-5.33058
57123.18821	714.1793	-0.78558	8.36644
57123.19017	711.01144	-0.78483	5.87172
57123.19213	697.80321	-0.78496	-7.45341
57123.19417	701.59481	-0.78556	-4.19723
57123.19625	701.00341	-0.78556	-4.7879
57123.19821	699.26633	-0.78567	-6.63028
57123.20017	709.28647	-0.78509	3.91198
57123.20221	706.06968	-0.78563	0.2129
57123.2043	703.8108	-0.78581	-2.21175
57123.20626	701.30317	-0.7858	-4.7033
57123.20822	702.10667	-0.78633	-4.37546
57123.21027	699.52508	-0.78607	-6.72953
57123.21238	715.02608	-0.78654	8.35138
57123.21434	707.52048	-0.78741	0.06405
57123.2163	709.19186	-0.78793	1.26522
57123.21834	696.64336	-0.78797	-11.31497
57123.22043	711.72487	-0.78934	2.53827
57123.22239	701.71707	-0.78862	-6.82927
57123.22435	725.30048	-0.78974	15.75266
57123.22638	729.30843	-0.78997	19.55729
57123.22846	723.53666	-0.79089	12.95609
57123.23042	707.34688	-0.79204	-4.26713
57123.23238	717.23119	-0.79205	5.60529
57123.23442	690.66968	-0.79269	-21.53213
57123.23651	716.36363	-0.7936	3.3477
57123.23847	711.27145	-0.79491	-2.92551
57123.24043	694.87209	-0.79516	-19.54345
57123.24246	710.69213	-0.79575	-4.25413
57123.24455	717.04836	-0.79685	1.11146
57123.2465	708.72637	-0.79715	-7.47728
57123.24847	703.92598	-0.79823	-13.24671
57123.25054	712.87155	-0.79936	-5.31503
57123.25266	706.29963	-0.79953	-12.04606
57123.25461	720.92534	-0.80081	1.4331
57123.25658	719.82594	-0.80151	-0.29924
57123.25864	719.15304	-0.80204	-1.4467
57123.26073	714.95275	-0.80312	-6.6148
57123.26268	713.64731	-0.80459	-9.24051
57123.26463	713.94908	-0.80457	-8.92162
57123.26667	728.0663	-0.80581	4.07939
57123.26875	713.5485	-0.8065	-11.05555
57123.27071	723.06219	-0.80774	-2.65626
57123.27266	723.06663	-0.80828	-3.13739
57123.27469	726.49417	-0.80837	0.21216
57123.27678	727.68363	-0.80972	0.18596
57123.27874	738.84551	-0.81092	10.26918
57123.2807	738.4756	-0.81122	9.63238
57123.28273	713.86672	-0.81124	-14.992
57123.28482	733.05295	-0.81284	2.75058
57123.28681	729.99724	-0.81326	-0.67421
57123.28879	737.6173	-0.81391	6.35997
57123.29085	729.67295	-0.8148	-2.38438
57123.29298	727.89039	-0.81513	-4.46768
57123.29494	753.52607	-0.81533	20.99519
57123.2969	740.35381	-0.81614	7.09217
57123.29895	742.9165	-0.81598	9.79726
57123.30105	742.07583	-0.81714	7.91648
57123.303	722.13219	-0.81718	-12.06701
57123.30495	716.14762	-0.81627	-17.2338
57123.30698	728.92424	-0.81823	-6.2119
57123.30907	738.73805	-0.81686	4.82872
57123.31103	745.246	-0.81785	10.44593
57123.31299	747.54741	-0.81865	12.02828
57123.31502	729.70222	-0.81772	-4.98166
57123.31712	733.96901	-0.81891	-1.78579
57123.31909	734.91336	-0.81894	-0.8651
57123.32105	743.43563	-0.81846	8.08598
57123.32308	747.1769	-0.81846	11.82907
57123.32516	724.06828	-0.8183	-11.13898
57123.32712	726.22075	-0.81807	-8.77852
57123.3291	748.54938	-0.81801	13.60307
57123.33113	736.16868	-0.8175	1.68204
57123.33323	732.26614	-0.81746	-2.18383
57123.33523	743.24836	-0.81641	9.74137
57123.33721	713.10057	-0.81551	-19.59186
57123.33924	738.07365	-0.81436	6.4099
57123.34133	739.78495	-0.81325	9.11648
57123.34329	709.04257	-0.81289	-21.29814
57123.34526	730.32842	-0.81109	1.59916
57123.34732	706.98823	-0.80984	-20.61447
57123.3494	740.90412	-0.80839	14.60021
57123.35136	722.63413	-0.80649	-1.95996
57123.35331	705.55984	-0.80474	-17.46499
57123.35535	730.13195	-0.80323	8.46232
57123.35744	706.78479	-0.8009	-12.79235
57123.3594	730.32507	-0.79922	12.26091
57123.36135	718.91883	-0.79677	3.05305
57123.36339	697.50166	-0.79518	-16.93795
57123.36548	nan	nan	nan
57123.36743	699.1003	-0.78976	-10.4659
57123.3694	708.71992	-0.78778	0.93383
57123.37143	706.47856	-0.78422	1.88732
57123.37352	717.19989	-0.78075	15.72575
57123.37548	714.58181	-0.77797	15.60729
57123.37744	705.276	-0.77399	9.87379
57123.37948	687.0913	-0.77166	-6.22137
57123.38157	675.17445	-0.76776	-14.63103
57123.38352	684.85178	-0.76408	-1.64935
57123.38549	670.59388	-0.76069	-12.86518
57123.38754	668.0577	-0.75669	-11.80695
57123.38963	684.0061	-0.75244	7.96199
57123.39158	674.62985	-0.74829	2.30994
57123.39354	668.746	-0.74426	0.05058
57123.39557	671.20857	-0.73949	6.79987
57123.39766	650.85561	-0.73528	-9.77486
57123.39962	663.53645	-0.7306	7.1108
57123.40158	653.03405	-0.72607	0.67595
57123.40362	658.89592	-0.72118	10.93085
57123.40574	647.64731	-0.71541	4.86248
57123.40771	643.91937	-0.71065	5.4156
57123.4097	644.47326	-0.70571	10.40486
57123.41175	629.53166	-0.70016	0.45188
57123.41387	628.21006	-0.69403	4.63443
57123.41586	625.2893	-0.68848	6.69797
57123.41784	600.06545	-0.68228	-12.95864
57123.41989	606.02897	-0.67653	-1.82834
57123.422	607.64823	-0.66978	5.85151
57123.42397	595.23446	-0.66393	-1.30379
57123.42593	574.51237	-0.6575	-16.2555
57123.42797	582.251	-0.65083	-2.52262
57123.43006	587.9707	-0.64379	9.51803
57123.43201	572.47253	-0.63666	0.42603
57123.43396	570.13684	-0.63042	3.6934
57123.436	554.13007	-0.62318	-5.80308
57123.43809	549.58192	-0.61538	-3.3488
57123.44005	551.98194	-0.60861	5.13181
57123.44202	562.1494	-0.60129	21.87312
57123.44405	554.19185	-0.59311	21.26923
57123.44614	526.7965	-0.58527	0.90946
57123.44811	515.49632	-0.5774	-3.31657
57123.45009	502.47624	-0.57028	-9.94443
57123.45213	515.65643	-0.56203	10.64943
57123.45422	498.57348	-0.55281	1.84463
57123.45619	485.30399	-0.5454	-4.76301
57123.45819	492.36689	-0.5363	10.46788
57123.46025	482.2773	-0.52792	7.90802
57123.46235	470.20746	-0.51904	3.81387
57123.46434	463.63138	-0.50947	5.83085
57123.46633	453.18454	-0.50101	2.98356
57123.46839	459.25409	-0.49103	18.01962
57123.4705	433.28402	-0.48176	0.37938
57123.47251	415.18321	-0.47283	-9.70324
57123.47446	419.1763	-0.46308	3.04733
57123.47649	417.80292	-0.45395	9.87531
57123.47858	388.47959	-0.44285	-9.47814
57123.48054	385.57455	-0.43309	-3.61275
57123.4825	390.1538	-0.42278	10.22775
57123.48454	370.50942	-0.41294	-0.58258
57123.48662	355.29266	-0.40313	-6.98093
57123.48859	360.83977	-0.39233	8.26642
57123.49057	351.9406	-0.38263	8.08159
57123.4926	327.03363	-0.37174	-7.04279
57123.49471	327.78746	-0.3616	2.81714
57123.49669	311.77636	-0.35078	-3.47522
57123.49865	319.69577	-0.34087	13.343
57123.50072	307.23652	-0.32962	10.98598
57123.50283	288.68558	-0.31822	2.67868
57123.50478	267.12689	-0.30726	-9.03815
57123.50676	270.59235	-0.29636	4.21806
57123.50882	250.32458	-0.28511	-5.94382
57123.5109	250.63424	-0.27363	4.68347
57123.51285	239.98925	-0.26248	4.04934
57123.5148	220.02785	-0.25193	-6.43329
57123.51685	220.95388	-0.24063	4.64602
57123.51898	217.69105	-0.2273	13.35393
57123.52096	191.68251	-0.21696	-3.36253
57123.52291	181.09664	-0.20668	-4.72019
57123.52494	165.43981	-0.19474	-9.65302
57123.52703	160.98681	-0.18196	-2.6225
57123.52899	154.67756	-0.17224	-0.20195
57123.53095	128.45767	-0.16057	-15.9412
57123.53298	139.27031	-0.14837	5.82872
57123.53507	114.30168	-0.1383	-10.09428
57123.53703	120.25858	-0.12549	7.37631
57123.53899	107.22088	-0.11491	3.84168
57123.54105	91.76728	-0.10346	-1.33203
57123.54313	79.90597	-0.09109	-2.08256
57123.54511	60.94661	-0.07968	-10.79448
57123.54709	72.46832	-0.06782	11.38252
57123.54912	37.34032	-0.05667	-13.72923
57123.55122	42.95438	-0.04423	3.06345
57123.55321	27.95577	-0.03295	-1.80227
57123.55519	18.44468	-0.02183	-1.33044
57123.55722	-1.46271	-0.01069	-11.22826
57123.55931	6.96198	0.002	8.59475
57123.56127	-24.70771	0.01205	-14.05244
57123.56323	-19.83095	0.0244	1.91722
57123.56526	-30.35521	0.03492	0.84882
57123.56734	-35.79805	0.0475	6.70256
57123.5693	-58.50291	0.05702	-7.45284
57123.57126	-57.39313	0.06866	4.11762
57123.57329	-68.2607	0.07969	3.15278
57123.57538	-74.80875	0.09087	6.64975
57123.57733	-98.77611	0.10196	-7.35742
57123.57929	-98.63833	0.11198	1.78555
57123.58133	-124.38433	0.12391	-13.24991
57123.58342	-115.65553	0.13441	4.90979
57123.58539	-127.33376	0.14596	3.60997
57123.58738	-139.54977	0.15523	-0.27792
57123.58941	-142.42814	0.16586	6.39139
57123.5915	-151.01958	0.17623	7.11395
57123.59345	-167.18576	0.1864	0.0819
57123.5954	-175.62526	0.19615	0.40183
57123.59745	-197.06968	0.2078	-10.58093
57123.59956	-191.35531	0.21791	4.22149
57123.60152	-184.66349	0.22752	19.54197
57123.60349	-198.18392	0.23654	14.12666
57123.60555	-219.38175	0.24703	2.34962
57123.60763	-213.76886	0.25727	17.15722
57123.60958	-248.94392	0.26658	-9.65646
57123.61154	-246.78119	0.27635	1.28644
57123.61357	-241.03426	0.28619	15.87037
57123.61566	-259.3108	0.29531	5.78681
57123.61762	-276.03583	0.30441	-2.76809
57123.61956	-273.65279	0.31267	7.03725
57123.62159	-304.19913	0.32212	-15.02129
57123.62368	-299.83449	0.32994	-3.63458
57123.62564	-306.86681	0.33835	-3.11248
57123.6276	-305.56173	0.34765	6.5487
57123.62964	-318.80988	0.35562	0.46319
57123.63172	-310.84294	0.36432	16.24065
57123.63369	-339.12015	0.37248	-4.70939
57123.63567	-329.03862	0.37967	11.83576
57123.6377	-318.81367	0.38764	29.21813
57123.63979	-334.23853	0.3941	19.59234
57123.64175	-333.63989	0.4023	27.55824
57123.64373	-363.41506	0.40847	3.33015
57123.64577	-366.77672	0.41544	6.22885
57123.64788	-378.95362	0.42253	0.41808
57123.64986	-402.16388	0.42887	-17.09613
57123.65181	-377.1729	0.43362	12.15824
57123.65387	-399.68069	0.44012	-4.50659
57123.65598	-391.1997	0.44679	9.96136
57123.65794	-400.16982	0.45152	5.24627
57123.65989	-405.32276	0.45714	5.13479
57123.66192	-414.73487	0.46211	0.19274
57123.66402	-409.60649	0.46758	10.2279
57123.66601	-446.55712	0.47178	-22.94496
57123.66797	-424.56937	0.47772	4.37659
57123.67	-424.36746	0.48128	7.77502
57123.67211	-440.09323	0.48536	-4.28632
57123.67409	-430.67502	0.48949	8.84873
57123.67605	-420.59123	0.49381	22.80979
57123.67808	-457.08532	0.4979	-10.01525
57123.68016	-435.54021	0.50168	14.9268
57123.68212	-451.65959	0.50458	1.41485
57123.68407	-461.58481	0.50805	-5.39041
57123.68611	-449.21144	0.51074	9.39253
57123.6882	-441.18961	0.51278	19.24812
57123.69016	-450.04189	0.51545	12.79778
57123.69212	-464.85819	0.51747	-0.20266
57123.70015	-454.54044	0.5242	16.15438
57123.70219	-472.6666	0.52564	-0.67732
57123.70427	-456.95005	0.52551	14.92369
57123.70623	-468.45289	0.5269	4.67087
57123.70819	-475.86308	0.52788	-1.86333
57123.71023	-476.61126	0.52749	-2.95646
57123.71232	-467.65844	0.52847	6.87873
57123.71428	-469.43481	0.52759	4.30614
57123.71623	-460.15616	0.52752	13.52523
57123.71826	-470.49517	0.52683	2.56432
57123.72035	-452.17505	0.52609	20.21947
57123.72231	-456.33473	0.52465	14.76491
57123.72427	-472.1637	0.52378	-1.84416
57123.72631	-459.70769	0.52234	9.31962
57123.72839	-465.02216	0.52031	2.18328
57123.73035	-473.16463	0.51762	-8.37483
57123.73231	-452.85129	0.51538	9.92074
57123.73435	-460.11109	0.5135	0.97676
57123.73644	-470.61788	0.51045	-12.26701
57123.73839	-461.84315	0.50821	-5.50529
57123.74035	-441.16809	0.5048	12.10411
57123.74239	-452.391	0.50198	-1.65065
57123.74448	-444.76647	0.49904	3.33336
57123.74643	-430.60652	0.49487	13.74283
57123.74839	-430.27207	0.49082	10.43776
57123.75042	-419.51493	0.48699	17.75892
57123.75251	-431.06635	0.48293	2.55989
57123.75447	-418.09913	0.47823	11.30862
57123.75642	-427.47247	0.47355	-2.26737
57123.75845	-403.4696	0.46916	17.79098
57123.76054	-400.25874	0.4628	15.29036
57123.7625	-402.44834	0.45822	8.98257
57123.76446	-395.20871	0.45326	11.76796
57123.76649	-394.62273	0.4471	6.82027
57123.76858	-386.02572	0.44125	10.15923
57123.77054	-375.74102	0.43528	15.08287
57123.77251	-376.50631	0.42908	8.74671
57123.77456	-366.44832	0.42203	12.47942
57123.77665	-373.84082	0.41613	-0.21783
57123.77861	-361.27163	0.40959	6.47797
57123.78057	-361.52724	0.40202	-0.5788
57123.78263	-337.42977	0.39515	17.34762
57123.78472	-336.90297	0.38754	11.03776
57123.78667	-335.31954	0.37967	5.55688
57123.78863	-317.37129	0.37234	16.91684
57123.79068	-321.80241	0.36383	4.8409
57123.79279	-315.52634	0.35575	3.86393
57123.79475	-303.07862	0.34893	10.18685
57123.7967	-296.40613	0.34067	9.43855
57123.79873	-296.19813	0.33142	1.3363
57123.80082	-295.29757	0.32282	-5.48678
57123.80278	-257.08824	0.31413	24.9172
57123.80473	-261.27238	0.30572	13.17449
57123.80676	-259.33369	0.29543	5.86781
57123.80885	-260.40233	0.28671	-3.02896
57123.81081	-237.01853	0.27745	12.03347
57123.81277	-236.87809	0.26834	3.99778
57123.8148	-234.44603	0.25862	-2.30628
57123.81688	-223.06979	0.24786	-0.59509
57123.81883	-214.82515	0.23883	-0.45843
57123.8208	-203.52117	0.22899	2.00092
57123.82286	-175.44969	0.21866	20.79959
57123.82494	-189.2562	0.20807	-2.5204
57123.82691	-176.76683	0.19772	0.66972
57123.82889	-153.71856	0.18709	14.16893
57123.83092	-167.36899	0.1764	-9.08543
57123.83301	-132.44986	0.16521	15.78732
57123.83498	-139.64235	0.15419	-1.30852
57123.83696	-119.61592	0.14388	9.46034
57123.83899	-118.21957	0.13269	0.80176
57123.84107	-93.05683	0.1216	16.002
57123.84303	-92.20283	0.11024	6.65402
57123.84498	-74.9687	0.0993	14.05843
57123.84701	-74.44297	0.08872	5.08557
57123.8491	-61.40272	0.07616	6.84024
57123.85106	-66.76823	0.06434	-9.14225
57123.85301	-45.98089	0.05322	1.65649
57123.85505	-27.98468	0.04173	9.33206
57123.85713	-28.03897	0.02887	-2.27043
57123.85909	-11.57125	0.01829	4.68909
57123.86104	0.90486	0.00637	6.46263
57123.86307	16.20458	-0.00575	10.87243
57123.86516	14.03579	-0.01699	-1.39303
57123.86711	35.00289	-0.02964	8.21228
57123.86908	44.85565	-0.04113	7.74221
57123.87113	50.43883	-0.05353	2.19497
57123.87322	65.58213	-0.0653	6.76419
57123.87517	60.21798	-0.07791	-9.93279
57123.87714	95.34049	-0.08925	15.003
57123.87917	92.69547	-0.10207	0.84937
57123.88126	114.40731	-0.11423	11.63692
57123.88321	121.98562	-0.12652	8.17613
57123.88518	139.66634	-0.13819	15.37193
57123.88724	166.97478	-0.15095	31.22163
57123.88934	157.41803	-0.16301	10.82557
57123.89129	162.97732	-0.17494	5.67442
57123.89325	175.35822	-0.18648	7.69049
57123.89529	173.93963	-0.19955	-5.47323
57123.89738	186.67922	-0.21075	-2.79497
57123.89933	194.05843	-0.22352	-6.88126
57123.9013	216.3401	-0.23463	5.41914
57123.90335	227.7459	-0.24745	5.30614
57123.90544	228.22491	-0.26015	-5.61554
57123.90739	239.39801	-0.27199	-5.08324
57123.90935	245.53748	-0.28372	-9.47842
57123.91138	252.30321	-0.29514	-12.97264
57123.91346	263.68199	-0.30886	-13.91984
57123.91542	281.7887	-0.31952	-5.38207
57123.91738	289.81064	-0.33102	-7.69233
57123.91941	293.11537	-0.34249	-14.68704
57123.9215	306.85675	-0.35532	-12.47695
57123.9235	342.50417	-0.36643	13.18903
57123.92549	340.51157	-0.37747	1.2802
57123.92752	345.95041	-0.38949	-4.0768
57123.92961	364.74494	-0.40133	4.08144
57123.93157	374.68076	-0.41108	5.26613
57123.93352	396.53304	-0.42311	16.30704
57123.93555	401.31964	-0.43365	11.63264
57123.93765	397.28963	-0.44577	-3.28729
57123.93962	427.23198	-0.45666	16.87056
57123.94158	415.73528	-0.4664	-3.37357
57123.94362	431.60883	-0.47784	2.22055
57123.9457	432.47866	-0.49051	-8.28463
57123.94766	437.42177	-0.49958	-11.49228
57123.94962	462.57448	-0.50978	4.50327
57123.95166	493.34316	-0.51995	26.1316
57123.95375	484.77771	-0.53142	7.26191
57123.9557	500.8202	-0.54071	14.95975
57123.95766	500.71102	-0.55072	5.85737
57123.9597	500.77874	-0.5605	-2.85464
57123.96178	522.5753	-0.57121	9.32241
57123.96375	527.08064	-0.58133	4.73306
57123.96571	534.33628	-0.59003	4.17269
57123.96774	558.34539	-0.59926	19.89761
57123.96983	551.23187	-0.6091	3.9424
57123.97178	553.75764	-0.61806	-1.58329
57123.97375	570.65995	-0.62713	7.17806
57123.97578	565.0334	-0.63608	-6.49453
57123.97787	591.91106	-0.64628	11.22484
57123.97982	584.67126	-0.65379	-2.75821
57123.98178	602.78095	-0.66139	8.52376
57123.98381	597.37951	-0.67089	-5.41475
57123.9859	603.59404	-0.67873	-6.24136
57123.98786	616.17379	-0.68652	-0.65485
57123.98982	629.36817	-0.69425	5.59231
57123.99185	646.71709	-0.70133	16.58657
57123.99394	612.93436	-0.70955	-24.5815
57123.9959	658.52635	-0.71741	13.94351
57123.99786	641.63642	-0.72464	-9.44052
57123.99989	657.82125	-0.73142	0.65867
57124.00198	667.10316	-0.73954	2.64878
57124.00394	669.67478	-0.74595	-0.54007
57124.00591	682.57127	-0.75248	6.48676
57124.00797	687.08576	-0.75884	5.29071
57124.01006	705.92543	-0.76598	17.71585
57124.01202	690.91027	-0.77237	-3.03472
57124.01397	703.74306	-0.77732	5.34606
57124.016	701.96394	-0.78418	-2.59254
57124.01809	699.67129	-0.78967	-9.81803
57124.02005	716.86945	-0.79529	2.33179
57124.022	726.65643	-0.80153	6.51525
57124.02404	727.36899	-0.80621	3.02612
57124.02613	719.91071	-0.81216	-9.77914
57124.02808	728.0771	-0.81646	-5.47151
57124.03004	741.92628	-0.82168	3.68594
57124.03208	730.54852	-0.82578	-11.37668
57124.03416	729.96897	-0.83128	-16.89416
57124.03612	741.22931	-0.83487	-8.85786
57124.03808	754.74975	-0.83862	1.29598
57124.04012	764.42775	-0.84309	6.95585
57124.04221	761.24616	-0.84745	-0.14389
57124.04417	771.59327	-0.85134	6.71609
57124.04613	770.3083	-0.85424	2.82084
57124.04816	762.59208	-0.85715	-7.50547
57124.05025	780.24523	-0.86112	6.57912
57124.05221	767.50759	-0.86412	-8.85211
57124.05416	780.22103	-0.8671	1.18562
57124.0562	795.51068	-0.8692	14.58304
57124.05829	792.86609	-0.87284	8.67563
57124.06025	790.72599	-0.87406	5.43919
57124.06222	787.93692	-0.87657	0.39048
57124.06428	797.72692	-0.87828	8.64699
57124.06638	795.76739	-0.8812	4.06277
57124.06833	790.4353	-0.88259	-2.51522
57124.07029	794.0206	-0.88389	-0.10223
57124.07232	805.2362	-0.88523	9.91244
57124.07441	811.9432	-0.88707	14.96485
57124.07636	794.00429	-0.88862	-4.36198
57124.07832	777.4896	-0.8884	-20.67954
57124.08037	787.8842	-0.88941	-11.19349
57124.0825	812.88442	-0.89103	12.35006
57124.08447	809.5324	-0.89121	8.8351
57124.08644	800.6978	-0.89159	-0.3398
57124.0885	812.34695	-0.89205	10.89995
57124.09059	796.52354	-0.89375	-6.45221
57124.09255	810.907	-0.89326	8.36941
57124.09453	801.36471	-0.8932	-1.11446
57124.09663	792.63887	-0.89247	-9.18435
57124.09876	790.33209	-0.89263	-11.63516
57124.10076	797.53873	-0.89253	-4.34541
57124.10273	782.88804	-0.8918	-18.33428
57124.1048	800.77625	-0.89148	-0.16345
57124.1069	794.16439	-0.89093	-6.27905
57124.10888	802.53398	-0.889	3.82211
57124.11083	801.92298	-0.88784	4.25425
57124.11286	807.82691	-0.88682	11.07839
57124.11495	791.49688	-0.88634	-4.82193
57124.11693	795.41074	-0.88435	0.87987
57124.11891	796.68122	-0.88277	3.56922
57124.12094	785.73654	-0.88125	-6.01064
57124.12303	822.1831	-0.87997	31.58064
57124.12499	790.57259	-0.87874	1.07605
57124.12695	794.53822	-0.87643	7.11954
57124.12898	804.83058	-0.87517	18.54176
57124.13107	778.8857	-0.87232	-4.84364
57124.13304	767.584	-0.87119	-15.13148
57124.13502	781.77482	-0.86889	1.12865
57124.13706	777.25962	-0.86643	-1.17253
57124.13916	786.25837	-0.86378	10.20629
57124.14114	778.76419	-0.86156	4.70603
57124.1431	774.82147	-0.85944	2.66678
57124.14513	765.23004	-0.85745	-5.13646
57124.14723	781.1335	-0.85492	13.03971
57124.14921	759.99347	-0.85223	-5.68953
57124.15116	781.24076	-0.8488	18.6424
57124.1532	751.79289	-0.84737	-9.52091
57124.1553	762.90906	-0.84302	5.49733
57124.15725	759.48462	-0.84173	3.23223
57124.15921	758.65586	-0.83842	5.38018
57124.16126	764.78964	-0.83565	14.00112
57124.16336	744.4134	-0.83234	-3.40395
57124.16532	747.34849	-0.82959	2.00116
57124.16728	748.05452	-0.82664	5.36426
57124.16932	740.12942	-0.82363	0.14034
57124.1714	726.95836	-0.82112	-10.78091
57124.17335	733.23037	-0.81785	-1.56953
57124.17531	737.86695	-0.81475	5.85278
57124.17734	725.59694	-0.81239	-4.29749
57124.17943	727.60687	-0.80775	1.8763
57124.18138	719.38878	-0.80579	-4.57273
57124.18333	720.57564	-0.80252	-0.45333
57124.18537	722.62688	-0.79949	4.31701
57124.18745	713.33534	-0.79643	-2.22729
57124.18941	704.01931	-0.79287	-8.3368
57124.19136	708.6552	-0.79009	-1.20651
57124.19339	684.91612	-0.78654	-21.75746
57124.1955	686.01913	-0.78404	-18.40761
57124.19749	695.0436	-0.78079	-6.47016
57124.19944	683.2043	-0.77682	-14.73677
57124.20148	707.38128	-0.77421	11.78324
57124.20356	701.95661	-0.77141	8.86839
57124.20552	689.51796	-0.76832	-0.78731
57124.2075	690.29325	-0.7651	2.87783
57124.20956	683.06491	-0.76131	-0.95058
57124.21169	664.93011	-0.75825	-16.32886
57124.21364	689.84045	-0.75536	11.17579
57124.21559	678.05776	-0.75206	2.35913
57124.21762	672.5743	-0.7497	-1.01316
57124.2197	669.00446	-0.74618	-1.4164
57124.22166	674.15765	-0.74358	6.07466
57124.22361	656.50736	-0.74158	-9.77922
57124.22565	677.80662	-0.73588	16.6339
57124.22775	645.45547	-0.73488	-14.81455
57124.22973	647.05118	-0.73216	-10.77624
57124.2317	646.12554	-0.72982	-9.59768
57124.23374	668.86575	-0.72696	15.71
57124.23584	653.7332	-0.72438	2.89384
57124.23784	649.51105	-0.72172	1.05709
57124.23982	663.46669	-0.71895	17.50234
57124.24185	642.72709	-0.71681	-1.31446
57124.24395	631.52847	-0.71368	-9.6996
57124.2459	639.34186	-0.71065	0.83992
57124.24787	635.30627	-0.70914	-1.84292
57124.24989	648.1356	-0.70592	13.88234
57124.25198	638.34012	-0.7039	5.89813
57124.25393	638.03747	-0.70187	7.41761
57124.25589	633.74176	-0.69872	5.94935
57124.25793	623.99943	-0.69634	-1.65118
57124.26002	640.20196	-0.69458	16.13048
57124.26198	626.38528	-0.69324	3.51328
57124.26393	619.27629	-0.69127	-1.82645
57124.26597	606.81763	-0.68967	-12.84624
57124.26806	604.30942	-0.68855	-14.34496
57124.27001	597.72285	-0.68622	-18.83857
57124.27197	608.09625	-0.68507	-7.43541
57124.27401	624.86308	-0.68298	11.21335
57124.27612	593.85726	-0.68163	-18.58197
57124.27812	595.50247	-0.67986	-15.34455
57124.28008	603.04509	-0.67803	-6.1615
57124.28211	610.68058	-0.67747	1.97529
57124.28419	603.55096	-0.67512	-3.04177
57124.28615	608.10166	-0.67335	3.10198
57124.2881	620.31898	-0.67247	16.10481
57124.29014	597.86142	-0.67125	-5.25749
57124.29223	601.91785	-0.67118	-1.13154
57124.29421	600.0873	-0.66982	-1.74062
57124.29616	616.13392	-0.66836	15.61101
57124.2982	601.74104	-0.66745	2.04015
57124.30028	605.2796	-0.66685	6.11667
57124.30224	604.66052	-0.66575	6.48473
57124.30421	618.39725	-0.66494	20.94898
57124.30627	603.4588	-0.66423	6.64925
57124.30836	590.80935	-0.66312	-5.00462
57124.31031	589.6954	-0.66275	-5.78272
57124.31227	612.71497	-0.66184	18.05018
57124.31433	595.91995	-0.6609	2.1026
57124.31644	602.05952	-0.66045	8.64629
57124.31842	596.26857	-0.66047	2.83885
