Time	CAG	GRAV	RES
57131.65535	132.89888	-0.13306	13.20959
57131.65731	141.35927	-0.15656	0.56566
57131.65926	154.59116	-0.17927	-6.60129
57131.6613	176.98468	-0.20426	-6.65483
57131.66339	172.22063	-0.2282	-32.92645
57131.66535	214.58655	-0.25213	-12.05382
57131.6673	255.0036	-0.27455	8.22144
57131.66933	275.64253	-0.2988	7.07728
57131.67142	285.65792	-0.32282	-4.47608
57131.6734	305.37023	-0.3455	-5.13828
57131.67539	334.22706	-0.3681	3.41571
57131.67744	379.27008	-0.39139	27.5401
57131.67956	367.28407	-0.41581	-6.38015
57131.68154	403.11796	-0.43775	9.74684
57131.6835	420.66706	-0.45994	7.36192
57131.68554	441.59525	-0.48326	7.34024
57131.68763	451.95238	-0.5051	-1.92006
57131.68958	488.12331	-0.52764	14.00893
57131.69153	499.93346	-0.54834	7.22608
57131.69359	529.48208	-0.56958	17.69387
57131.69572	538.70558	-0.5921	6.68913
57131.69771	571.68403	-0.61266	21.19822
57131.69969	568.19474	-0.63375	-1.2317
57131.70173	593.6685	-0.65426	5.81462
57131.70382	620.78746	-0.67485	14.44086
57131.70577	612.24677	-0.69417	-11.4591
57131.70774	658.30671	-0.71373	17.03038
57131.70981	663.2626	-0.73371	4.03816
57131.7119	689.73624	-0.75367	12.58304
57131.71387	691.88439	-0.77124	-1.04908
57131.71583	705.50746	-0.79002	-4.29748
57131.71787	742.40972	-0.80728	17.10978
57131.71997	739.25489	-0.82647	-3.28476
57131.72193	764.78019	-0.84266	7.69382
57131.72389	768.29297	-0.85931	-3.74639
57131.72592	798.33177	-0.87576	11.51869
57131.72801	787.75646	-0.89341	-14.91236
57131.72999	832.40984	-0.90866	16.03743
57131.73197	828.22323	-0.92384	-1.78063
57131.734	837.96956	-0.93851	-5.20803
57131.73611	860.57014	-0.95542	2.20051
57131.73808	898.71258	-0.96923	27.93433
57131.74004	868.81713	-0.98277	-14.1166
57131.74209	901.2701	-0.99627	6.20524
57131.74417	922.34642	-1.00955	15.35174
57131.74613	898.30428	-1.02205	-19.91703
57131.74809	935.37967	-1.03411	6.3255
57131.75013	948.84472	-1.04569	9.38595
57131.75221	947.2246	-1.05724	-2.60682
57131.75418	981.60272	-1.06797	22.13783
57131.75616	971.67185	-1.07826	2.96056
57131.75819	980.40323	-1.08903	2.01847
57131.76028	989.00956	-1.09894	1.72556
57131.76224	978.53797	-1.10818	-17.04964
57131.76422	982.00049	-1.11702	-21.53077
57131.76627	1015.53736	-1.12488	4.95034
57131.76836	1019.91274	-1.13349	1.58795
57131.77032	1013.00672	-1.14033	-11.46315
57131.77229	1034.9802	-1.14747	4.10353
57131.77437	1046.73958	-1.15417	9.84105
57131.77649	1035.77509	-1.15997	-6.33735
57131.77845	1043.86836	-1.16677	-4.3517
57131.78042	1054.64204	-1.17169	2.00832
57131.78248	1046.38449	-1.17734	-11.32246
57131.78458	1091.35441	-1.18149	29.91776
57131.78656	1054.58654	-1.18593	-10.83977
57131.78851	1061.07533	-1.18888	-7.00123
57131.79056	1082.63525	-1.19207	11.68955
57131.79267	1074.13727	-1.19427	1.21647
57131.79464	1080.15498	-1.19657	5.16815
57131.79663	1095.27021	-1.19811	18.90661
57131.79867	1059.80246	-1.19965	-17.94749
57131.80076	1066.51117	-1.20088	-12.34851
57131.80272	1069.85337	-1.20171	-9.74547
57131.80467	1073.49431	-1.20124	-5.6804
57131.80671	1086.31961	-1.20162	6.80348
57131.8088	1066.64609	-1.20057	-11.92771
57131.81076	1084.27032	-1.20013	6.08953
57131.81272	1072.41061	-1.19847	-4.27862
57131.81479	1066.41054	-1.19634	-8.37055
57131.81697	1073.96987	-1.19402	1.27447
57131.81897	1074.57749	-1.1918	3.87746
57131.82093	1086.11353	-1.18981	17.20112
57131.82297	1074.83828	-1.18643	8.96003
57131.82506	1061.85617	-1.18207	-0.10573
57131.82701	1053.57187	-1.17818	-4.89635
57131.82898	1066.5121	-1.17346	12.28296
57131.83103	1056.16757	-1.16895	5.99562
57131.83315	1062.43494	-1.16386	16.83124
57131.83512	1045.79983	-1.15954	4.07527
57131.8371	1020.23735	-1.15381	-16.33575
57131.83917	1036.31938	-1.14709	5.78133
57131.84129	1043.29787	-1.14039	18.77652
57131.84324	1014.79955	-1.13402	-4.00003
57131.8452	1017.56798	-1.12749	4.63716
57131.84724	1003.77739	-1.12037	-2.7568
57131.84934	990.57822	-1.11279	-9.15419
57131.85131	992.50338	-1.1051	-0.32096
57131.85327	993.52564	-1.09783	7.23264
57131.85531	963.38141	-1.0891	-15.07112
57131.85741	965.99089	-1.07996	-4.24478
57131.85937	969.62064	-1.07185	6.66963
57131.86132	954.75567	-1.06267	0.04921
57131.86338	953.46516	-1.05272	7.69471
57131.86549	938.31094	-1.04358	0.7508
57131.86745	942.95394	-1.0343	13.72522
57131.86941	931.43318	-1.02432	11.17124
57131.87145	920.15502	-1.01509	8.18254
57131.87354	920.56721	-1.0049	17.74698
57131.8755	903.53265	-0.99502	9.59172
57131.87748	892.61349	-0.98461	8.02246
57131.87951	873.66733	-0.97415	-1.52538
57131.88159	887.83497	-0.96313	22.54037
57131.88355	849.1817	-0.95328	-7.26345
57131.8855	840.37254	-0.94251	-6.40274
57131.88754	839.56344	-0.93065	3.44595
57131.88963	839.88571	-0.91968	13.61396
57131.89159	824.7986	-0.90912	8.01952
57131.89354	815.39852	-0.89768	8.88956
57131.8956	804.32775	-0.8868	7.59707
57131.89773	778.9764	-0.87412	-6.36722
57131.89971	754.10433	-0.86345	-21.65825
57131.90167	759.58924	-0.85264	-6.46331
57131.90372	756.8575	-0.84003	2.1356
57131.90583	752.57937	-0.82862	8.11072
57131.90779	745.95994	-0.81759	11.39739
57131.90976	729.00651	-0.80508	5.67517
57131.91184	717.64774	-0.79324	4.95532
57131.91397	720.49572	-0.78185	18.0373
57131.91593	695.58381	-0.77057	3.25364
57131.91789	687.17162	-0.7601	4.24541
57131.91993	664.30915	-0.74859	-8.27886
57131.92202	667.17474	-0.73722	4.79979
57131.92397	656.44728	-0.72568	4.43767
57131.92593	660.34524	-0.71425	18.60622
57131.928	633.70064	-0.70379	1.35993
57131.93011	635.29955	-0.69308	12.57592
57131.93207	612.99258	-0.68175	0.44156
57131.93402	613.55276	-0.67155	10.1678
57131.93607	591.98698	-0.66101	-1.92916
57131.93817	590.92611	-0.65005	6.85563
57131.94013	574.03239	-0.63986	-0.88559
57131.94209	574.25683	-0.62974	8.42448
57131.94413	568.54194	-0.62002	11.44495
57131.94622	548.08425	-0.60919	0.7172
57131.94817	538.06115	-0.59988	-0.94756
57131.95013	533.30555	-0.58999	3.17786
57131.95216	529.6446	-0.58095	7.64051
57131.95426	531.25855	-0.57161	17.64822
57131.95624	506.49771	-0.56343	0.23222
57131.95823	518.13633	-0.55422	20.14243
57131.96027	497.72374	-0.54489	8.10898
57131.96238	502.88414	-0.53653	20.78329
57131.96435	486.79594	-0.52906	11.40198
57131.96631	489.80423	-0.52004	22.5121
57131.96835	457.55725	-0.51397	-4.28423
57131.97044	451.56565	-0.50538	-2.5586
57131.97241	445.73967	-0.49835	-2.07007
57131.9744	441.97683	-0.49159	0.23968
57131.97646	440.47013	-0.48404	5.51274
57131.97858	432.20516	-0.47741	3.20858
57131.98054	440.41031	-0.47116	17.02333
57131.98253	426.9923	-0.46563	8.57676
57131.98462	409.56491	-0.45989	-3.69669
57131.98673	416.91436	-0.4546	8.40332
57131.98869	428.93006	-0.44971	24.8119
57131.99067	416.90891	-0.44411	17.82629
57131.99276	393.57131	-0.44003	-1.8512
57131.99488	407.4902	-0.43558	16.06778
57131.99685	390.0766	-0.43309	0.88882
57131.99882	398.9685	-0.42914	13.33291
57132.00086	381.76348	-0.42535	-0.47065
57132.00295	387.34553	-0.42221	7.93236
57132.00491	375.01567	-0.4203	-2.68045
57132.00687	372.56552	-0.41731	-2.45043
57132.0089	361.6683	-0.41577	-11.96638
57132.01099	382.06484	-0.41399	10.02936
57132.01294	376.2142	-0.41208	5.89599
57132.0149	383.80821	-0.41052	14.8921
57132.01695	370.8841	-0.40962	2.77971
57132.01904	359.66409	-0.4095	-8.33823
57132.02101	392.24048	-0.40903	24.66237
57132.02298	376.4964	-0.41012	7.938
57132.02504	366.97564	-0.40999	-1.45906
57132.02718	375.31056	-0.41098	5.98393
57132.02915	378.50745	-0.41223	8.0565
57132.03112	385.93843	-0.41369	14.17932
57132.03317	369.82212	-0.41463	-2.78867
57132.03528	375.5444	-0.41742	0.42996
57132.03724	367.60966	-0.41964	-9.50143
57132.03921	397.07935	-0.42226	17.6194
57132.04124	380.3589	-0.42529	-1.82303
57132.04334	395.57822	-0.42875	10.28602
57132.0453	391.79771	-0.43257	3.07259
57132.04725	402.21925	-0.43565	10.73475
57132.04928	394.92282	-0.4413	-1.64235
57132.05137	421.4376	-0.44509	21.47187
57132.05333	412.17504	-0.44929	8.4368
57132.05529	412.69011	-0.45437	4.38978
57132.05736	407.75123	-0.45981	-5.44181
57132.05946	422.54208	-0.46611	3.69617
57132.06142	432.04479	-0.47161	8.25502
57132.06338	434.81422	-0.47734	5.87655
57132.06541	427.4672	-0.48443	-7.83644
57132.0675	429.2157	-0.49062	-11.64553
57132.06945	442.43254	-0.4973	-4.43548
57132.07141	470.56788	-0.50486	16.90871
57132.07344	452.27774	-0.51226	-8.02781
57132.07553	464.44425	-0.52013	-2.92307
57132.07751	499.29853	-0.52784	24.99917
57132.0795	488.32078	-0.53587	6.81307
57132.08153	496.04398	-0.54379	7.42218
57132.08362	511.27372	-0.55296	14.41452
57132.08558	501.51583	-0.56155	-3.0639
57132.08754	522.16927	-0.57001	9.98894
57132.08958	543.88624	-0.58077	22.04371
57132.09167	552.85164	-0.59224	20.70612
57132.09363	562.54254	-0.60073	22.77376
57132.09559	551.58723	-0.61049	3.0489
57132.09763	575.06089	-0.61902	18.86446
57132.09974	577.01807	-0.62936	11.53405
57132.10171	580.76858	-0.6375	7.9725
57132.10369	595.16056	-0.65263	8.77016
57132.10573	641.12974	-0.67109	38.15764
57132.10782	639.04094	-0.67095	36.19646
57132.11985	695.67373	-0.72238	46.62762
57132.12189	649.08281	-0.74928	-24.11879
57132.12398	672.07209	-0.75542	-6.64876
57132.12593	673.77794	-0.76677	-15.14018
57132.12789	702.56012	-0.77866	2.9604
57132.12993	711.05227	-0.79403	-2.34985
57132.13202	738.79363	-0.8026	17.69052
57132.13398	741.24696	-0.81274	11.04117
57132.13594	751.92316	-0.82741	8.53975
57132.13798	740.62977	-0.83681	-11.2029
57132.14008	784.71419	-0.84871	22.19148
57132.14204	768.34471	-0.86158	-5.7303
57132.14404	791.15031	-0.87045	9.09988
57132.14614	806.66145	-0.88254	13.75429
57132.14824	803.40489	-0.89549	-1.13421
57132.15022	805.84748	-0.90385	-6.2001
57132.15218	846.89438	-0.91645	23.53119
57132.15422	839.75884	-0.92739	6.56421
57132.15631	859.16612	-0.93952	15.08131
57132.15828	865.98898	-0.94986	12.61524
57132.16024	852.29676	-0.95877	-9.0848
57132.16229	869.34539	-0.97066	-2.71194
57132.16437	888.66818	-0.98062	7.66046
57132.16633	907.93759	-0.99049	18.06659
57132.16828	900.38074	-1.00025	1.74434
57132.17032	905.22667	-1.01104	-3.10743
57132.17243	933.7987	-1.02074	16.75264
57132.17441	918.44268	-1.02911	-6.11767
57132.17638	957.99747	-1.03843	25.06611
57132.17844	934.5605	-1.04874	-7.6385
57132.18054	970.68716	-1.05802	20.15317
57132.1825	947.29791	-1.06578	-10.20619
57132.18446	975.08669	-1.07431	9.92053
57132.18651	989.81561	-1.08285	16.98371
57132.18862	989.04303	-1.09104	8.85415
57132.19057	995.83188	-1.09916	8.3487
57132.19254	1004.45146	-1.1065	10.36971
57132.19461	1000.83738	-1.11366	0.32394
57132.19672	1020.14202	-1.12255	11.64569
57132.19869	1007.89327	-1.12916	-6.54042
57132.20066	1027.32025	-1.13527	7.39909
57132.2027	1021.14179	-1.14182	-4.66077
57132.20479	1023.40036	-1.14765	-7.64246
57132.20675	1035.81795	-1.15358	-0.54757
57132.20873	1048.07902	-1.15884	6.98252
57132.2108	1047.81746	-1.16393	2.14865
57132.21291	1040.17134	-1.16855	-9.64068
57132.21487	1047.2567	-1.17309	-6.63759
57132.21683	1065.08271	-1.17687	7.79178
57132.21887	1077.9721	-1.18074	17.20509
57132.22097	1062.19011	-1.18412	-1.60866
57132.22293	1095.4066	-1.18675	29.24608
57132.22488	1051.87056	-1.18858	-15.93565
57132.22692	1080.81782	-1.19123	10.62918
57132.22902	1085.76504	-1.1934	13.62931
57132.23098	1089.91424	-1.1944	16.88208
57132.23294	1067.32606	-1.19573	-6.90194
57132.23498	1087.4948	-1.19625	12.79403
57132.23708	1069.74641	-1.19704	-5.66208
57132.23907	1079.85457	-1.19749	4.04544
57132.24105	1057.41572	-1.19661	-17.60247
57132.2431	1082.64998	-1.19583	8.32969
57132.24519	1074.74445	-1.19352	2.49707
57132.24715	1075.1762	-1.19176	4.51541
57132.24912	1090.51154	-1.18932	22.0377
57132.25118	1039.60678	-1.18718	-26.94597
57132.25326	1076.86323	-1.18447	12.74402
57132.25521	1053.75771	-1.18054	-6.82582
57132.25717	1070.07392	-1.17619	13.3964
57132.25921	1073.8621	-1.1726	20.4101
57132.26131	1045.70979	-1.16785	-3.47502
57132.26326	1044.58991	-1.16245	0.2516
57132.26522	1031.56522	-1.15691	-7.79626
57132.26728	1041.55677	-1.1512	7.32338
57132.26939	1020.28656	-1.1447	-8.10892
57132.27134	1027.93224	-1.13826	5.32142
57132.27329	1020.76174	-1.13074	4.90719
57132.27533	1009.09758	-1.12277	0.40167
57132.27743	986.28933	-1.11555	-15.91419
57132.27942	982.9888	-1.10705	-11.58254
57132.28139	984.54021	-1.09725	-1.22778
57132.28343	968.9077	-1.08873	-9.21192
57132.28553	960.64528	-1.07827	-8.07637
57132.2875	959.92545	-1.06779	0.62013
57132.28949	939.24426	-1.05784	-11.12529
57132.29155	932.23351	-1.04672	-8.14811
57132.29364	931.85987	-1.03498	2.02802
57132.2956	904.98822	-1.02366	-14.67522
57132.29755	915.03596	-1.0115	6.28882
57132.29959	899.9521	-0.99904	2.39971
57132.30169	891.57538	-0.98519	6.46684
57132.30366	865.34191	-0.9728	-8.63727
57132.30563	877.09722	-0.95901	15.50334
57132.30767	855.5291	-0.9438	7.59333
57132.30976	842.24925	-0.92816	8.36551
57132.31171	812.79824	-0.91355	-7.96222
57132.31367	795.25875	-0.89882	-12.2669
57132.31571	802.46333	-0.88283	9.2939
57132.3178	787.20821	-0.86655	8.66688
57132.31977	772.31453	-0.8505	8.19152
57132.32175	752.11761	-0.8342	2.63639
57132.32381	726.27466	-0.81727	-8.00658
57132.3259	724.74628	-0.79838	7.436
57132.32785	682.34455	-0.78103	-19.38145
57132.3298	698.37256	-0.76382	12.10914
57132.33183	677.21896	-0.74481	8.02485
57132.33391	651.24923	-0.7258	-0.86497
57132.33588	623.64487	-0.70704	-11.62126
57132.33786	611.84047	-0.68765	-6.00647
57132.33991	592.28651	-0.66769	-7.62799
57132.34203	568.86521	-0.64664	-12.14196
57132.34399	564.97557	-0.62633	2.20734
57132.34595	531.36158	-0.60662	-13.69965
57132.348	540.27388	-0.5858	13.91465
57132.35011	515.52855	-0.56399	8.75716
57132.35207	487.57726	-0.54252	0.09253
57132.35403	461.54492	-0.52151	-7.07071
57132.35606	452.17981	-0.49992	2.9645
57132.35817	440.48387	-0.4768	12.03103
57132.36016	382.89693	-0.45459	-25.6048
57132.36214	401.90765	-0.43235	13.38447
57132.36418	387.88798	-0.40973	19.67956
57132.36626	341.48602	-0.386	-5.40119
57132.36821	343.3235	-0.36334	16.78395
57132.37017	260.34789	-0.34173	-46.77795
57132.37224	271.02945	-0.31724	-14.0959
57132.37435	272.30301	-0.29396	8.08795
57132.37633	232.98104	-0.26996	-9.67826
57132.37831	225.25093	-0.24673	3.4637
57132.38037	203.85762	-0.2227	3.64873
57132.38249	155.66225	-0.1972	-21.64123
57132.38445	149.42454	-0.17439	-7.38568
57132.38641	161.90694	-0.15082	26.26717
57132.38845	116.01906	-0.12714	1.65377
57132.39054	72.4209	-0.10167	-19.07039
57132.39249	68.47475	-0.0788	-2.47585
57132.39445	29.64431	-0.056	-20.82526
57132.39648	58.776	-0.03179	30.05746
57132.39857	-0.63747	-0.00674	-6.85378
57132.40054	-14.9615	0.01709	0.22431
57132.40251	-29.01459	0.04032	7.04088
57132.40455	-53.68895	0.06505	4.57465
57132.40668	-88.15367	0.09079	-6.76549
57132.40865	-101.95062	0.11362	-0.05789
57132.41061	-130.42103	0.13682	-7.68342
57132.41264	-179.74728	0.16025	-35.9674
57132.41472	-168.17697	0.18508	-2.08985
57132.41669	-178.23055	0.20867	9.04429
57132.41867	-215.50302	0.23082	-8.33475
57132.42072	-214.5737	0.25559	14.84449
57132.42283	-256.28704	0.28122	-3.84672
57132.42479	-262.08311	0.30082	7.96216
57132.42678	-289.11371	0.32231	0.23597
57132.42888	-319.15992	0.34651	-8.07595
57132.43101	-347.71918	0.37149	-14.19221
57132.43298	-342.92131	0.3924	9.38941
57132.43493	-384.23398	0.41292	-13.49575
57132.43697	-389.93777	0.43627	1.77406
57132.43906	-406.65301	0.4583	4.84805
57132.44104	-421.56082	0.47896	8.50271
57132.44303	-429.73457	0.49964	18.89831
57132.44507	-469.13796	0.52091	-1.39357
57132.44716	-481.22721	0.54237	5.79384
57132.44911	-505.46635	0.56213	-0.69434
57132.45108	-520.63517	0.58139	1.43425
57132.45311	-544.81841	0.6014	-4.77832
57132.4552	-593.87752	0.621	-36.23128
57132.45716	-573.12082	0.6395	1.14498
57132.45913	-582.59872	0.6585	8.73257
57132.46119	-606.35426	0.67748	2.02659
57132.46328	-642.20324	0.69529	-17.82767
57132.46525	-660.0721	0.71284	-19.9271
57132.4672	-671.90453	0.72949	-16.80905
57132.46923	-673.16301	0.74644	-2.83689
57132.47132	-706.27058	0.76405	-20.13001
57132.47328	-698.92424	0.78023	1.74858
57132.47525	-707.56745	0.79576	7.06223
57132.4773	-706.96571	0.81092	21.28214
57132.47938	-745.63252	0.82717	-2.7939
57132.48135	-758.08722	0.84139	-2.47292
57132.48334	-745.59636	0.85559	22.77582
57132.48541	-784.29258	0.86923	-3.67083
57132.48752	-795.12638	0.88377	-1.44742
57132.48948	-805.2465	0.89592	-0.65537
57132.49144	-803.99293	0.90825	11.67816
57132.49348	-824.16726	0.9195	1.60726
57132.49557	-845.88848	0.93105	-9.73616
57132.49752	-846.96029	0.94248	-0.54353
57132.49947	-857.00903	0.95208	-1.96802
57132.50153	-878.28527	0.9626	-13.79155
57132.50365	-871.14971	0.9731	2.77663
57132.50562	-886.29115	0.98186	-4.50329
57132.5076	-889.93388	0.99052	-0.36527
57132.50964	-895.41844	0.99886	1.63947
57132.51173	-883.60317	1.00742	21.14616
57132.51369	-905.40808	1.01365	4.93933
57132.51565	-909.13742	1.01969	6.63355
57132.51771	-925.33146	1.02485	-4.92806
57132.5198	-916.21308	1.03106	9.76716
57132.52176	-921.18654	1.03521	8.52715
57132.52373	-935.29361	1.04045	-0.87304
57132.53181	-950.85617	1.05294	-5.21359
57132.53385	-949.52018	1.05838	1.00166
57132.53593	-966.32432	1.05356	-20.13005
57132.53789	-950.9549	1.06665	7.00126
57132.53984	-912.04086	1.03512	17.59386
57132.54189	-905.29677	1.06063	47.25283
57132.54399	-917.76357	1.04641	22.01028
57132.54594	-923.83884	1.05138	20.40116
57132.54789	-958.93481	1.05333	-12.94331
57132.54992	-938.69975	1.04818	2.65968
57132.55201	-939.27875	1.04635	0.43758
57132.55396	-934.31542	1.04591	5.00936
57132.55591	-935.79431	1.04373	1.57093
57132.55796	-924.88743	1.03516	4.77971
57132.56008	-934.10776	1.03314	-6.25251
57132.56206	-919.2798	1.02513	1.37897
57132.56403	-901.51187	1.02026	14.77228
57132.56608	-898.00101	1.01292	11.69075
57132.56819	-910.80749	1.00599	-7.34596
57132.57014	-910.3631	1.00023	-12.07355
57132.5721	-895.86115	0.99172	-5.21116
57132.57414	-888.323	0.98304	-5.47653
57132.57625	-882.84041	0.97381	-8.2847
57132.57821	-870.38224	0.96569	-3.11539
57132.58016	-854.96816	0.95494	2.64261
57132.58221	-826.82123	0.94468	21.57304
57132.58431	-837.77624	0.93364	0.70038
57132.58626	-822.80406	0.92297	6.08534
57132.58821	-820.24592	0.91169	-1.48141
57132.59025	-777.54379	0.89836	29.2449
57132.59234	-803.67917	0.88572	-8.24904
57132.5943	-774.16478	0.87325	10.06803
57132.59626	-765.52463	0.86002	6.8255
57132.5983	-758.40857	0.84537	0.78191
57132.60039	-744.85011	0.83033	0.83317
57132.60235	-730.43327	0.81701	3.27951
57132.60432	-738.87227	0.80181	-18.81591
57132.60635	-692.57125	0.78629	13.54671
57132.60844	-687.04697	0.76928	3.79542
57132.61039	-662.60221	0.75341	13.98138
57132.61235	-649.74166	0.73733	12.40057
57132.6144	-647.73248	0.72019	-0.98661
57132.61652	-626.34813	0.70246	4.47122
57132.61849	-612.81493	0.68502	2.335
57132.62045	-600.51275	0.66762	-0.98561
57132.62249	-585.55314	0.64924	-2.53871
57132.62459	-555.69278	0.63001	10.04582
57132.62654	-543.74099	0.61183	5.66588
57132.6285	-544.49597	0.5931	-11.91201
57132.63055	-509.65244	0.57363	5.44792
57132.63265	-508.39936	0.55317	-11.67953
57132.63461	-466.56676	0.53409	13.01458
57132.63658	-460.37901	0.51395	1.11028
57132.63862	-445.24021	0.49362	-2.01003
57132.64072	-438.49422	0.47188	-14.79171
57132.6427	-412.14292	0.45108	-7.12261
57132.64466	-376.53076	0.43124	10.66561
57132.64671	-379.69596	0.40915	-12.34615
57132.64883	-341.1634	0.38671	6.03119
57132.65082	-312.53869	0.36506	15.20778
57132.65278	-298.03112	0.34377	10.59798
57132.65481	-280.34966	0.32178	8.52555
57132.65691	-251.37864	0.29843	16.52256
57132.65889	-250.34873	0.27691	-1.7824
57132.66086	-219.33697	0.25479	9.36289
57132.66291	-187.14883	0.23212	21.18445
57132.66501	-171.01744	0.20812	15.7621
57132.66696	-160.3419	0.18612	6.67321
57132.66892	-152.98593	0.16395	-5.88203
57132.67095	-123.91851	0.14119	2.73713
57132.67304	-112.438	0.11755	-7.01289
57132.675	-81.23158	0.09513	4.05484
57132.67696	-53.50614	0.0732	12.077
57132.679	-53.71592	0.04977	-9.17188
57132.68109	-19.75129	0.02619	3.61106
57132.68305	6.84229	0.00373	10.0276
57132.68502	-1.16681	-0.01837	-17.832
57132.68707	46.20749	-0.04157	8.70341
57132.68916	62.49644	-0.0658	3.22922
57132.69111	82.01052	-0.08738	3.35781
57132.69307	97.34607	-0.10994	-1.56869
57132.69511	129.87389	-0.1326	10.60148
57132.6972	116.78217	-0.15627	-23.74861
57132.69916	163.15331	-0.17752	3.52892
57132.70113	168.58637	-0.19981	-11.06114
57132.7032	215.43947	-0.22268	15.25615
57132.70529	227.66926	-0.24617	6.3796
57132.70725	234.32528	-0.26736	-5.99498
57132.7092	264.63808	-0.28893	4.94427
57132.71126	294.05917	-0.31091	14.62309
57132.71337	293.1245	-0.33364	-6.73609
57132.71533	321.76095	-0.35447	3.19676
57132.71729	348.61721	-0.37493	11.667
57132.71933	347.55596	-0.3963	-8.58235
57132.72142	386.84781	-0.41803	11.18959
57132.72339	372.13679	-0.43823	-21.66381
57132.72536	415.89716	-0.45832	4.04421
57132.7274	434.11411	-0.47882	3.84613
57132.7295	450.56241	-0.49914	2.04518
57132.73148	472.85737	-0.51853	6.91951
57132.73344	488.34702	-0.53765	5.23856
57132.73548	503.98873	-0.55701	3.48643
57132.73757	510.20645	-0.57651	-7.80659
57132.73953	529.75002	-0.59489	-4.77318
57132.74149	555.9143	-0.61287	5.23706
57132.74354	559.88176	-0.63071	-6.81957
57132.74563	594.04844	-0.64865	11.23777
57132.74759	597.56742	-0.66628	-1.08147
57132.74955	610.19114	-0.68253	-3.05532
57132.75158	626.85978	-0.6995	-1.62688
57132.75368	649.25224	-0.71699	5.047
57132.75566	662.02894	-0.73278	3.64285
57132.75761	668.18649	-0.74825	-4.09477
57132.75965	702.62079	-0.7633	16.82607
57132.76174	694.37326	-0.77933	-5.82748
57132.76371	701.6486	-0.79405	-11.7689
57132.76568	726.39148	-0.80773	0.68002
57132.76771	733.38488	-0.8224	-5.50188
57132.7698	743.53112	-0.83661	-8.11684
57132.77175	753.75855	-0.84958	-9.53798
57132.77371	780.61532	-0.86237	5.82235
57132.77576	785.81518	-0.875	-0.31977
57132.77787	802.64939	-0.88809	4.75564
57132.77983	807.50346	-0.89945	-0.59344
57132.78179	821.77172	-0.91061	3.64955
57132.78384	830.01182	-0.92242	1.27868
57132.78596	826.61616	-0.93321	-11.80719
57132.78794	853.99777	-0.94364	6.2063
57132.78992	871.65068	-0.95292	15.52606
57132.79198	855.87664	-0.96301	-9.31645
57132.79406	872.9172	-0.97237	-0.67949
57132.79602	889.15779	-0.98105	7.76769
57132.79798	887.75009	-0.98942	-1.16335
57132.80003	905.00321	-0.99755	8.78504
57132.80214	898.97836	-1.00597	-4.79575
57132.80411	923.23493	-1.01349	12.70117
57132.80607	911.1057	-1.01967	-4.97827
57132.80811	933.19578	-1.02677	10.73674
57132.81019	936.09146	-1.03312	7.92826
57132.81216	932.03782	-1.03883	-1.25596
57132.81413	940.52019	-1.0438	2.763
57132.81621	928.42097	-1.04874	-13.77508
57132.81832	936.23579	-1.05388	-10.57412
57132.82028	961.21884	-1.05747	11.17748
57132.82225	961.12589	-1.06139	7.56869
57132.8243	938.14982	-1.06545	-19.05969
57132.82642	964.60234	-1.0679	5.19595
57132.82838	952.31073	-1.07128	-10.13117
57132.83035	962.73581	-1.07265	-0.93295
57132.83239	956.57753	-1.07447	-8.72868
57132.83449	964.66889	-1.07648	-2.44361
57132.83648	956.79841	-1.07773	-11.44063
57132.83845	971.6587	-1.07854	2.69915
57132.84051	996.04014	-1.07912	26.55325
57132.8426	980.76352	-1.0792	11.20893
57132.84457	971.8129	-1.07888	2.54533
57132.84653	980.38892	-1.0791	10.91812
57132.84857	945.08294	-1.07786	-23.26993
57132.85066	963.77296	-1.07645	-3.31586
57132.85262	968.44097	-1.07488	2.76191
57132.85458	971.51023	-1.07328	7.27016
57132.85663	980.25312	-1.07121	17.87798
57132.85875	953.60594	-1.06889	-6.69356
57132.86071	949.38556	-1.06591	-8.22947
57132.86267	951.95136	-1.06276	-2.83511
57132.86471	959.50066	-1.05937	7.75332
57132.86681	949.6398	-1.05532	1.53475
57132.86876	949.98608	-1.05116	5.61717
57132.87072	952.36845	-1.04714	11.60619
57132.87276	941.00402	-1.04272	4.21744
57132.87485	928.39617	-1.03773	-3.90715
57132.8768	942.02423	-1.03276	14.18502
57132.87876	915.25926	-1.02813	-8.42072
57132.88082	910.70283	-1.02254	-7.95486
57132.88291	914.56727	-1.01656	1.28029
57132.88488	927.00749	-1.01103	18.68163
57132.88685	898.69272	-1.0048	-4.02961
57132.88889	910.73599	-0.99893	13.28019
57132.89099	889.10045	-0.99172	-1.87874
57132.89297	885.12442	-0.98456	0.57454
57132.89493	887.83238	-0.97811	9.08156
57132.89696	885.28839	-0.97125	12.69939
57132.89907	874.21918	-0.96376	8.35634
57132.90106	866.48357	-0.95623	7.38464
57132.90302	860.10679	-0.94896	7.53996
57132.90506	850.55895	-0.94109	5.05973
57132.90717	842.87727	-0.93286	4.77369
57132.90913	859.18856	-0.92471	28.40052
57132.91109	830.49006	-0.91705	6.58064
57132.91312	809.01838	-0.90834	-7.06731
57132.91521	818.86046	-0.90021	10.08131
57132.91717	787.25359	-0.89149	-13.69433
57132.91913	798.16359	-0.8834	4.48394
57132.92119	805.77835	-0.87498	19.6633
57132.9233	783.91439	-0.86579	6.05225
