Date,Open,High,Low,Close,Adj Close,Volume
2023-03-24,7108.160156,7108.660156,6953.580078,7015.100098,7015.100098,0
2023-03-27,7103.529785,7119.589844,7039.089844,7078.270020,7078.270020,80202400
2023-03-28,7145.660156,7154.560059,7066.270020,7088.339844,7088.339844,71634200
2023-03-29,7141.049805,7201.250000,7125.120117,7186.990234,7186.990234,78047700
2023-03-30,7222.689941,7292.390137,7222.689941,7263.370117,7263.370117,73846100
2023-03-31,7271.189941,7341.790039,7264.819824,7322.390137,7322.390137,84335300
2023-04-03,7341.689941,7362.390137,7332.640137,7345.959961,7345.959961,64074600
2023-04-04,7375.790039,7399.589844,7344.339844,7344.959961,7344.959961,66324100
2023-04-05,7350.029785,7359.399902,7300.330078,7316.299805,7316.299805,76911000
2023-04-06,7328.569824,7344.339844,7312.609863,7324.750000,7324.750000,67271300
2023-04-11,7381.770020,7403.669922,7370.089844,7390.279785,7390.279785,73186100
2023-04-12,7396.810059,7463.669922,7379.790039,7396.939941,7396.939941,63577700
2023-04-13,7450.759766,7485.589844,7450.759766,7480.830078,7480.830078,59146200
2023-04-14,7500.770020,7533.410156,7491.430176,7519.609863,7519.609863,71857700
2023-04-17,7535.390137,7552.000000,7498.069824,7498.180176,7498.180176,67745800
2023-04-18,7509.000000,7559.350098,7509.000000,7533.629883,7533.629883,67638400
2023-04-19,7530.540039,7558.950195,7513.770020,7549.439941,7549.439941,0
2023-04-20,7541.680176,7546.069824,7506.919922,7538.709961,7538.709961,72892900
2023-04-21,7551.500000,7577.000000,7518.319824,7577.000000,7577.000000,73188400
2023-04-24,7545.600098,7581.259766,7545.600098,7573.859863,7573.859863,63568000
2023-04-25,7528.149902,7541.720215,7504.259766,7531.609863,7531.609863,73945200
2023-04-26,7496.479980,7508.129883,7427.529785,7466.660156,7466.660156,91913500
2023-04-27,7450.100098,7507.259766,7446.660156,7483.839844,7483.839844,78104400
2023-04-28,7498.620117,7505.049805,7403.200195,7491.500000,7491.500000,87006000
2023-05-02,7466.819824,7505.919922,7374.060059,7383.200195,7383.200195,83037300
2023-05-03,7410.560059,7445.950195,7395.819824,7403.830078,7403.830078,61108100
2023-05-04,7381.399902,7393.020020,7316.140137,7340.770020,7340.770020,79974300
2023-05-05,7388.009766,7437.600098,7354.600098,7432.930176,7432.930176,70692800
2023-05-08,7427.959961,7456.459961,7416.220215,7440.910156,7440.910156,46786900
2023-05-09,7415.009766,7419.899902,7358.450195,7397.169922,7397.169922,63457500
2023-05-10,7403.620117,7416.319824,7337.660156,7361.200195,7361.200195,75389600
2023-05-11,7383.580078,7436.939941,7333.919922,7381.779785,7381.779785,0
2023-05-12,7420.410156,7463.700195,7395.600098,7414.850098,7414.850098,0
2023-05-15,7443.379883,7455.629883,7397.859863,7418.209961,7418.209961,48638700
2023-05-16,7394.850098,7427.569824,7377.810059,7406.009766,7406.009766,61261800
2023-05-17,7378.830078,7422.580078,7354.540039,7399.439941,7399.439941,57783800
2023-05-18,7440.750000,7481.779785,7426.390137,7446.890137,7446.890137,59991600
2023-05-19,7469.779785,7523.560059,7463.959961,7491.959961,7491.959961,67973200
2023-05-22,7467.930176,7493.379883,7452.689941,7478.160156,7478.160156,57439200
2023-05-23,7457.180176,7459.370117,7378.709961,7378.709961,7378.709961,65786700
2023-05-24,7306.140137,7308.589844,7223.580078,7253.459961,7253.459961,77511200
2023-05-25,7261.049805,7261.049805,7197.399902,7229.270020,7229.270020,59437600
2023-05-26,7256.500000,7334.310059,7208.439941,7319.180176,7319.180176,58221500
2023-05-29,7352.930176,7356.569824,7292.109863,7303.810059,7303.810059,33459400
2023-05-30,7279.879883,7296.379883,7195.379883,7209.750000,7209.750000,69222900
2023-05-31,7136.169922,7185.129883,7083.600098,7098.700195,7098.700195,214675800
2023-06-01,7139.390137,7171.600098,7090.459961,7137.430176,7137.430176,58144900
2023-06-02,7181.799805,7278.000000,7179.310059,7270.689941,7270.689941,71138500
2023-06-05,7294.810059,7294.810059,7193.370117,7200.910156,7200.910156,54498100
2023-06-06,7189.629883,7219.370117,7175.600098,7209.000000,7209.000000,53479000
2023-06-07,7198.240234,7227.589844,7170.939941,7202.790039,7202.790039,50824500
2023-06-08,7196.220215,7236.149902,7184.189941,7222.149902,7222.149902,51059700
2023-06-09,7230.950195,7239.520020,7185.259766,7213.140137,7213.140137,0
2023-06-12,7250.149902,7283.330078,7237.850098,7250.350098,7250.350098,56911400
2023-06-13,7290.310059,7308.000000,7244.419922,7290.799805,7290.799805,65501800
2023-06-14,7290.939941,7358.990234,7288.459961,7328.529785,7328.529785,66153600
2023-06-15,7304.970215,7313.470215,7246.330078,7290.910156,7290.910156,60422800
2023-06-16,7312.069824,7403.879883,7297.729980,7388.649902,7388.649902,170731900
2023-06-19,7353.310059,7362.439941,7302.629883,7314.049805,7314.049805,0
2023-06-20,7303.240234,7322.569824,7281.120117,7294.169922,7294.169922,55853400
2023-06-21,7273.890137,7297.850098,7246.859863,7260.970215,7260.970215,48414000
2023-06-22,7194.259766,7206.890137,7145.060059,7203.279785,7203.279785,53704500
2023-06-23,7165.379883,7193.779785,7128.640137,7163.419922,7163.419922,51938700
2023-06-26,7175.879883,7203.459961,7105.720215,7184.350098,7184.350098,52606600
2023-06-27,7212.830078,7236.209961,7161.720215,7215.580078,7215.580078,49886400
2023-06-28,7250.680176,7292.890137,7250.680176,7286.319824,7286.319824,53588400
2023-06-29,7295.759766,7349.180176,7288.649902,7312.729980,7312.729980,60930900
2023-06-30,7339.890137,7419.359863,7337.279785,7400.060059,7400.060059,0
2023-07-03,7415.169922,7426.600098,7386.700195,7386.700195,7386.700195,46756600
2023-07-04,7390.910156,7401.459961,7368.970215,7369.930176,7369.930176,38120100
2023-07-05,7327.779785,7352.120117,7294.600098,7310.810059,7310.810059,60271900
2023-07-06,7239.899902,7240.200195,7065.259766,7082.290039,7082.290039,83220200
2023-07-07,7098.750000,7151.069824,7052.770020,7111.879883,7111.879883,55691900
2023-07-10,7082.459961,7173.649902,7082.459961,7143.689941,7143.689941,41303800
2023-07-11,7176.180176,7244.959961,7172.140137,7220.009766,7220.009766,43936800
2023-07-12,7241.060059,7348.060059,7231.330078,7333.009766,7333.009766,60353600
2023-07-13,7346.560059,7409.009766,7335.609863,7369.799805,7369.799805,53762900
2023-07-14,7353.919922,7403.149902,7353.919922,7374.540039,7374.540039,38957900
2023-07-17,7314.169922,7332.500000,7268.729980,7291.660156,7291.660156,35648100
2023-07-18,7280.189941,7326.720215,7275.520020,7319.180176,7319.180176,36847300
2023-07-19,7369.799805,7382.890137,7317.540039,7326.939941,7326.939941,44834900
2023-07-20,7302.220215,7391.450195,7301.120117,7384.910156,7384.910156,52025800
2023-07-21,7389.509766,7433.310059,7379.620117,7432.770020,7432.770020,50212100
2023-07-24,7405.660156,7435.930176,7390.819824,7427.310059,7427.310059,0
2023-07-25,7449.939941,7450.370117,7401.830078,7415.450195,7415.450195,46585200
2023-07-26,7363.540039,7369.069824,7251.020020,7315.069824,7315.069824,61674900
2023-07-27,7358.660156,7477.109863,7340.029785,7465.240234,7465.240234,81038100
2023-07-28,7449.200195,7498.939941,7416.200195,7476.470215,7476.470215,68278600
2023-07-31,7473.120117,7526.049805,7464.649902,7497.779785,7497.779785,60786100
2023-08-01,7478.100098,7499.529785,7403.160156,7406.080078,7406.080078,53827600
2023-08-02,7312.910156,7377.009766,7287.040039,7312.839844,7312.839844,66100000
2023-08-03,7256.060059,7271.830078,7213.870117,7260.529785,7260.529785,70017100
2023-08-04,7286.979980,7323.189941,7244.189941,7315.069824,7315.069824,67381300
2023-08-07,7290.370117,7330.240234,7269.479980,7319.759766,7319.759766,40392600
2023-08-08,7271.049805,7325.729980,7219.120117,7269.470215,7269.470215,59934000
2023-08-09,7351.020020,7381.379883,7317.379883,7322.040039,7322.040039,49539900
2023-08-10,7373.549805,7464.790039,7368.950195,7433.620117,7433.620117,55462200
2023-08-11,7391.250000,7406.890137,7317.759766,7340.189941,7340.189941,45994600
2023-08-14,7326.779785,7371.930176,7309.939941,7348.839844,7348.839844,37852500
2023-08-15,7355.080078,7357.709961,7236.560059,7267.700195,7267.700195,36007600
2023-08-16,7246.729980,7301.109863,7241.100098,7260.250000,7260.250000,35669800
2023-08-17,7229.060059,7261.899902,7183.500000,7191.740234,7191.740234,44487100
2023-08-18,7163.209961,7172.990234,7092.720215,7164.109863,7164.109863,49419000
2023-08-21,7165.069824,7259.319824,7165.069824,7198.060059,7198.060059,39845700
2023-08-22,7227.100098,7293.629883,7223.069824,7240.879883,7240.879883,39824300
2023-08-23,7265.979980,7295.359863,7224.069824,7246.620117,7246.620117,39128000
2023-08-24,7309.609863,7343.770020,7210.000000,7214.459961,7214.459961,37453800
2023-08-25,7199.589844,7287.560059,7196.839844,7229.600098,7229.600098,32957800
2023-08-28,7294.339844,7340.350098,7261.500000,7324.709961,7324.709961,35231600
2023-08-29,7345.569824,7378.049805,7322.450195,7373.430176,7373.430176,47511000
2023-08-30,7396.140137,7405.450195,7321.350098,7364.399902,7364.399902,37841600
2023-08-31,7372.649902,7386.950195,7316.700195,7316.700195,7316.700195,97985800
2023-09-01,7310.680176,7358.529785,7294.490234,7296.770020,7296.770020,45903600
2023-09-04,7332.200195,7358.890137,7267.250000,7279.509766,7279.509766,34351600
2023-09-05,7241.200195,7288.350098,7183.799805,7254.720215,7254.720215,51494100
2023-09-06,7217.439941,7221.439941,7168.839844,7194.089844,7194.089844,50998000
2023-09-07,7165.979980,7240.720215,7165.979980,7196.100098,7196.100098,50965400
2023-09-08,7219.910156,7246.740234,7136.560059,7240.770020,7240.770020,45098500
2023-09-11,7275.370117,7316.500000,7253.649902,7278.270020,7278.270020,45367500
2023-09-12,7290.620117,7297.870117,7241.990234,7252.879883,7252.879883,49023200
2023-09-13,7224.620117,7249.339844,7184.560059,7222.569824,7222.569824,53756100
2023-09-14,7216.080078,7323.680176,7184.250000,7308.669922,7308.669922,68698900
2023-09-15,7381.319824,7435.359863,7366.209961,7378.819824,7378.819824,0
2023-09-18,7353.549805,7353.549805,7255.029785,7276.140137,7276.140137,73474400
2023-09-19,7250.049805,7306.020020,7247.020020,7282.120117,7282.120117,53260300
2023-09-20,7278.919922,7351.290039,7272.680176,7330.790039,7330.790039,58755900
2023-09-21,7252.410156,7270.060059,7199.109863,7213.899902,7213.899902,60321000
2023-09-22,7157.390137,7203.970215,7133.649902,7184.819824,7184.819824,53604800
2023-09-25,7157.229980,7199.950195,7087.629883,7115.200195,7115.200195,0
